ID;ID_Ocorrencia;Cidade;AeroPorto;Data;Hora;Falha_Ocorrencia;Modelo;Tipo_Motor;Fato_Contribuinte;Aspector;Ano
65097;65097;PR;DOIS VIZINHOS;23/08/2007;00:00:00;OUTROS | COLISÃO DE VEÍCULO COM AERONAVE;737-2M9;JATO;Sem Informaçao;Sem Informaçao;2007
65096;65096;AC;RIO BRANCO;20/08/2007;00:00:00;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;737-76N;JATO;Sem Informaçao;Sem Informaçao;2007
65095;65095;GO;GOIÂNIA;19/08/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-2A1;JATO;Sem Informaçao;Sem Informaçao;2007
65094;65094;SC;FORQUILHINHA;12/08/2007;00:00:00;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;PA-18-150;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65093;65093;RJ;RIO DE JANEIRO;12/08/2007;00:00:00;OUTROS | VAZAMENTO DE OUTROS FLUIDOS;737-341;JATO;Sem Informaçao;Sem Informaçao;2007
65092;65092;PR;CURITIBA;09/08/2007;00:00:00;OUTROS;F28MK0100;JATO;Sem Informaçao;Sem Informaçao;2007
65091;65091;MT;SANTO ANTÔNIO DO LEVERGER;07/08/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM COMANDOS DE VOO;767-341;JATO;Sem Informaçao;Sem Informaçao;2007
65090;65090;RJ;RIO DE JANEIRO;02/08/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;E55;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65089;65089;PE;RECIFE;01/08/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MD-11;JATO;Sem Informaçao;Sem Informaçao;2007
65088;65088;SP;BRAGANÇA PAULISTA;30/07/2007;00:00:00;PERDA DE CONTROLE NO SOLO;EMB-810D;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65087;65087;SP;ARAÇATUBA;29/07/2007;00:00:00;PERDA DE CONTROLE NO SOLO;AS 350 BA;TURBOEIXO;Sem Informaçao;Sem Informaçao;2007
65086;65086;GO;ARUANÃ;29/07/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;AB-115;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65085;65085;PA;SANTARÉM;26/07/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;737-3K9;JATO;Sem Informaçao;Sem Informaçao;2007
65084;65084;RJ;RIO DE JANEIRO;24/07/2007;00:00:00;INDETERMINADO;F28MK0100;JATO;Sem Informaçao;Sem Informaçao;2007
65083;65083;PA;BELÉM;24/07/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;F28MK0100;JATO;Sem Informaçao;Sem Informaçao;2007
65082;65082;PR;LONDRINA;23/07/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO;MD-11;JATO;Sem Informaçao;Sem Informaçao;2007
65081;65081;PE;RECIFE;21/07/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR NO SOLO;EMB-145ER;JATO;Sem Informaçao;Sem Informaçao;2007
65080;65080;PR;CURITIBA;16/07/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-2A1;JATO;Sem Informaçao;Sem Informaçao;2007
65079;65079;PR;CURITIBA;12/07/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;A185F;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65078;65078;PR;CURITIBA;11/07/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;AB-115;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65077;65077;MG;UBERABA;10/07/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | SUPERAQUECIMENTO;737-241;JATO;Sem Informaçao;Sem Informaçao;2007
65076;65076;SP;GUARULHOS;10/07/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;140A;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65075;65075;RJ;RIO DE JANEIRO;09/07/2007;00:00:00;OUTROS | VAZAMENTO DE OUTROS FLUIDOS;EMB-120ER;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2007
65074;65074;MG;JUIZ DE FORA;08/07/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;EMB-711ST;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65073;65073;SP;GUARULHOS;08/07/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ATR-42-300;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2007
65072;65072;SP;SÃO PAULO;06/07/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;737-53A;JATO;Sem Informaçao;Sem Informaçao;2007
65071;65071;PR;LONDRINA;06/07/2007;00:00:00;PERDA DE CONTROLE NO SOLO;182N;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65070;65070;BA;SALVADOR;02/07/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;EMB-711C;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65069;65069;SP;GUARULHOS;01/07/2007;00:00:00;INDETERMINADO;421B;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65068;65068;SP;GUARULHOS;29/06/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;727-41;JATO;Sem Informaçao;Sem Informaçao;2007
65067;65067;PR;LONDRINA;26/06/2007;00:00:00;PERDA DE CONTROLE NO SOLO;737-4Y0;JATO;Sem Informaçao;Sem Informaçao;2007
65066;65066;GO;URUAÇU;25/06/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;EMB-110P1;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2007
65065;65065;PE;RECIFE;25/06/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;EMB-720D;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65064;65064;RO;PORTO VELHO;23/06/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;AB-115;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65063;65063;PE;RECIFE;22/06/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;NAVION E;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65062;65062;DF;BRASÍLIA;21/06/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;B737;***;Sem Informaçao;Sem Informaçao;2007
65061;65061;MG;UBERABA;18/06/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MD-11;***;Sem Informaçao;Sem Informaçao;2007
65060;65060;MG;BELO HORIZONTE;17/06/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;B74720;***;Sem Informaçao;Sem Informaçao;2007
65059;65059;MS;CAMPO GRANDE;17/06/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;767;JATO;Sem Informaçao;Sem Informaçao;2007
65058;65058;PR;LONDRINA;15/06/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MD-11;***;Sem Informaçao;Sem Informaçao;2007
65057;65057;SP;SÃO PAULO;14/06/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;B74720;***;Sem Informaçao;Sem Informaçao;2007
65056;65056;CE;JUAZEIRO DO NORTE;14/06/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;A340;JATO;Sem Informaçao;Sem Informaçao;2007
65055;65055;PR;LONDRINA;13/06/2007;00:00:00;OUTROS;B763;***;Sem Informaçao;Sem Informaçao;2007
65054;65054;SP;GUARULHOS;12/06/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | VAZAMENTO DE COMBUSTÍVEL;AB-115;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65053;65053;PR;LONDRINA;12/06/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A36;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65052;65052;SC;FLORIANÓPOLIS;12/06/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;737-214;JATO;Sem Informaçao;Sem Informaçao;2007
65051;65051;PR;ARAPONGAS;12/06/2007;00:00:00;OUTROS | CORTE INVOLUNTÁRIO DO MOTOR;737-341;JATO;Sem Informaçao;Sem Informaçao;2007
65050;65050;PI;TERESINA;09/06/2007;00:00:00;PERDA DE CONTROLE NO SOLO;EC 120 B;TURBOEIXO;Sem Informaçao;Sem Informaçao;2007
65049;65049;PR;LONDRINA;08/06/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;EMB-720C;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65048;65048;SP;SÃO PAULO;03/06/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;402B;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65047;65047;SP;GUARULHOS;01/06/2007;00:00:00;INDETERMINADO;EMB-120ER;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2007
65046;65046;AM;MANAUS;31/05/2007;00:00:00;OUTROS | F.O.D.;AB-115;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65045;65045;PA;BELÉM;31/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;A300-B2-203;JATO;Sem Informaçao;Sem Informaçao;2007
65044;65044;AM;MANAUS;30/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;737-2Q3;JATO;Sem Informaçao;Sem Informaçao;2007
65043;65043;MT;SAPEZAL;29/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;EMB-120ER;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2007
65042;65042;PR;CURITIBA;29/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;EMB-810D;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65041;65041;DF;BRASÍLIA;27/05/2007;00:00:00;OUTROS | VAZAMENTO DE OUTROS FLUIDOS;PA-34-200;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65040;65040;PR;LONDRINA;24/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR NO SOLO;AB-115;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65039;65039;SC;NÃO IDENTIFICADA;23/05/2007;00:00:00;OUTROS | COM PESSOAL EM VOO;737-33A;JATO;Sem Informaçao;Sem Informaçao;2007
65038;65038;MG;JUIZ DE FORA;22/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;EMB-120ER;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2007
65037;65037;SP;GUARULHOS;22/05/2007;00:00:00;OUTROS | COLISÃO DE VEÍCULO COM AERONAVE;PA-28R-200;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65036;65036;MG;BELO HORIZONTE;22/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;AB-115;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65035;65035;AM;MANAUS;19/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;AB-115;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65034;65034;PR;LONDRINA;17/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE NO SOLO;S-76A;TURBOEIXO;Sem Informaçao;Sem Informaçao;2007
65033;65033;TO;PALMAS;16/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;95-B55;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65032;65032;CE;FORTALEZA;15/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-2A1;JATO;Sem Informaçao;Sem Informaçao;2007
65031;65031;ES;VITÓRIA;14/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;707-338C;JATO;Sem Informaçao;Sem Informaçao;2007
65030;65030;MG;VARGINHA;13/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;707-323C;JATO;Sem Informaçao;Sem Informaçao;2007
65029;65029;PR;LONDRINA;13/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;727-264;JATO;Sem Informaçao;Sem Informaçao;2007
65028;65028;RJ;RIO DE JANEIRO;12/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;A319-132;JATO;Sem Informaçao;Sem Informaçao;2007
65027;65027;PR;LONDRINA;10/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PA-24-310 AVIAO;***;Sem Informaçao;Sem Informaçao;2007
65026;65026;SP;GUARULHOS;09/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;EMB-201;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65025;65025;DF;BRASÍLIA;09/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;ATR-42-300;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2007
65024;65024;DF;BRASÍLIA;08/05/2007;00:00:00;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;FOUGA MAGISTER;JATO;Sem Informaçao;Sem Informaçao;2007
65023;65023;BA;SALVADOR;05/05/2007;00:00:00;PERDA DE CONTROLE NO SOLO;AMT-100;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65022;65022;GO;GOIÂNIA;04/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;650;JATO;Sem Informaçao;Sem Informaçao;2007
65021;65021;RJ;RIO DE JANEIRO;04/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | VAZAMENTO DE COMBUSTÍVEL;737-214;JATO;Sem Informaçao;Sem Informaçao;2007
65020;65020;RJ;RIO DE JANEIRO;04/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;MD-11;JATO;Sem Informaçao;Sem Informaçao;2007
65019;65019;PE;RECIFE;03/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-241;JATO;Sem Informaçao;Sem Informaçao;2007
65018;65018;SP;CAMPINAS;01/05/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;EMB-820C CARAJA;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2007
65017;65017;SP;SOROCABA;29/04/2007;00:00:00;PERDA DE CONTROLE NO SOLO;F90;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2007
65016;65016;SC;NAVEGANTES;22/04/2007;00:00:00;OUTROS;EMB-810C;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65015;65015;PR;CASCAVEL;22/04/2007;00:00:00;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;EMB-145ER;JATO;Sem Informaçao;Sem Informaçao;2007
65014;65014;RJ;RIO DE JANEIRO;22/04/2007;00:00:00;OUTROS;140A;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65013;65013;PE;RECIFE;21/04/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ATR-42-300;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2007
65012;65012;PR;LONDRINA;19/04/2007;00:00:00;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;EMB-721C;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65011;65011;PR;LONDRINA;19/04/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | COM ROTOR;EMB-720D;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65010;65010;RJ;MACAÉ;19/04/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-2H4C;JATO;Sem Informaçao;Sem Informaçao;2007
65009;65009;PE;RECIFE;17/04/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FA20;***;Sem Informaçao;Sem Informaçao;2007
65008;65008;SC;NAVEGANTES;17/04/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;B-767;***;Sem Informaçao;Sem Informaçao;2007
65007;65007;PR;LONDRINA;13/04/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;B767;JATO;Sem Informaçao;Sem Informaçao;2007
65006;65006;RJ;RIO DE JANEIRO;11/04/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;B763;***;Sem Informaçao;Sem Informaçao;2007
65005;65005;BA;SALVADOR;09/04/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;DC-10-30;JATO;Sem Informaçao;Sem Informaçao;2007
65004;65004;PE;RECIFE;09/04/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;B727 C;***;Sem Informaçao;Sem Informaçao;2007
65003;65003;MG;BELO HORIZONTE;09/04/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A340-313;JATO;Sem Informaçao;Sem Informaçao;2007
65002;65002;MG;BELO HORIZONTE;08/04/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;35;JATO;Sem Informaçao;Sem Informaçao;2007
65001;65001;RS;CACHOEIRA DO SUL;05/04/2007;00:00:00;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;EMB-711ST;PISTÃO;Sem Informaçao;Sem Informaçao;2007
65000;65000;CE;FORTALEZA;04/04/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;EMB-720C;PISTÃO;Sem Informaçao;Sem Informaçao;2007
64999;64999;DF;BRASÍLIA;04/04/2007;00:00:00;COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO;AB-115;PISTÃO;Sem Informaçao;Sem Informaçao;2007
64998;64998;GO;RIO VERDE;03/04/2007;00:00:00;PERDA DE CONTROLE EM VOO;S-76A;TURBOEIXO;Sem Informaçao;Sem Informaçao;2007
64997;64997;SP;CAMPINAS;02/04/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;EMB-120ER;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2007
64996;64996;AM;CODAJÁS;02/04/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;PA-31T;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2007
64995;64995;SP;SÃO PAULO;01/04/2007;00:00:00;INDETERMINADO;EMB-120ER;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2007
64994;64994;PR;LONDRINA;31/03/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM COMANDOS DE VOO;EMB-810C;PISTÃO;Sem Informaçao;Sem Informaçao;2007
64993;64993;PE;RECIFE;29/03/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-241;JATO;Sem Informaçao;Sem Informaçao;2007
64992;64992;SP;RIBEIRÃO PRETO;26/03/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;EMB-712;PISTÃO;Sem Informaçao;Sem Informaçao;2007
64991;64991;PR;LONDRINA;26/03/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;EMB-120ER;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2007
64990;64990;CE;JUAZEIRO DO NORTE;25/03/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;AB-115;PISTÃO;Sem Informaçao;Sem Informaçao;2007
64989;64989;GO;GOIÂNIA;23/03/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;AB-180;PISTÃO;Sem Informaçao;Sem Informaçao;2007
64988;64988;PE;RECIFE;20/03/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;172A;PISTÃO;Sem Informaçao;Sem Informaçao;2007
64987;64987;BA;SALVADOR;19/03/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MD-11;JATO;Sem Informaçao;Sem Informaçao;2007
64986;64986;PE;RECIFE;19/03/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A300-B2-203;JATO;Sem Informaçao;Sem Informaçao;2007
64985;64985;PR;LONDRINA;17/03/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;EMB-120ER;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2007
64984;64984;BA;SALVADOR;16/03/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;727-173C;JATO;Sem Informaçao;Sem Informaçao;2007
64983;64983;PE;RECIFE;16/03/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;F28MK0100;JATO;Sem Informaçao;Sem Informaçao;2007
64982;64982;MG;PARÁ DE MINAS;14/03/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;EMB-810D;PISTÃO;Sem Informaçao;Sem Informaçao;2007
64981;64981;PR;LONDRINA;14/03/2007;00:00:00;OUTROS;AS 355 N;TURBOEIXO;Sem Informaçao;Sem Informaçao;2007
64980;64980;MG;BELO HORIZONTE;14/03/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;A109E;TURBOEIXO;Sem Informaçao;Sem Informaçao;2007
64979;64979;AM;NOVA OLINDA DO NORTE;14/03/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;402B;PISTÃO;Sem Informaçao;Sem Informaçao;2007
64978;64978;PR;LONDRINA;12/03/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;EMB-810C;PISTÃO;Sem Informaçao;Sem Informaçao;2007
64977;64977;PE;RECIFE;12/03/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR NO SOLO;208B;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2007
64976;64976;CE;FORTALEZA;09/03/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;F28MK0100;JATO;Sem Informaçao;Sem Informaçao;2007
64975;64975;RJ;MARICÁ;08/03/2007;00:00:00;COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO;206B;TURBOEIXO;Sem Informaçao;Sem Informaçao;2007
64974;64974;PR;TAPEJARA;06/03/2007;00:00:00;PERDA DE CONTROLE NO SOLO;PA-28-235;PISTÃO;Sem Informaçao;Sem Informaçao;2007
64973;64973;RJ;RIO DE JANEIRO;05/03/2007;00:00:00;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;MD-11;JATO;Sem Informaçao;Sem Informaçao;2007
64972;64972;SP;SOROCABA;02/03/2007;00:00:00;OUTROS;EMB-120ER;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2007
64971;64971;SP;SÃO PAULO;02/03/2007;00:00:00;COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO;EMB-145ER;JATO;Sem Informaçao;Sem Informaçao;2007
64970;64970;SP;PRESIDENTE PRUDENTE;28/02/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;206L-4;TURBOEIXO;Sem Informaçao;Sem Informaçao;2007
64969;64969;SP;ARAÇATUBA;27/02/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;737-341;JATO;Sem Informaçao;Sem Informaçao;2007
64968;64968;GO;GOIÂNIA;24/02/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;A35;PISTÃO;Sem Informaçao;Sem Informaçao;2007
64967;64967;MG;BELO HORIZONTE;20/02/2007;00:00:00;CONTATO ANORMAL COM A PISTA | POUSO BRUSCO;737-341;JATO;Sem Informaçao;Sem Informaçao;2007
64966;64966;MT;ITIQUIRA;20/02/2007;00:00:00;PERDA DE CONTROLE EM VOO;B737;JATO;Sem Informaçao;Sem Informaçao;2007
64965;64965;PR;LONDRINA;17/02/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;B763 N;***;Sem Informaçao;Sem Informaçao;2007
64964;64964;PE;RECIFE;16/02/2007;00:00:00;OUTROS;B763 N;***;Sem Informaçao;Sem Informaçao;2007
64963;64963;MS;PORTO MURTINHO;15/02/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;B7172;***;Sem Informaçao;Sem Informaçao;2007
64962;64962;PR;LONDRINA;14/02/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR NO SOLO;MD-11;***;Sem Informaçao;Sem Informaçao;2007
64961;64961;AM;MANAUS;08/02/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO;B747 N;***;Sem Informaçao;Sem Informaçao;2007
64960;64960;SP;GUARULHOS;05/02/2007;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MD-11;***;Sem Informaçao;Sem Informaçao;2007
