ID;ID_Ocorrencia;Cidade;AeroPorto;Data;Hora;Falha_Ocorrencia;Modelo;Tipo_Motor;Fato_Contribuinte;Aspector;Ano
86935;86935;DF;BRASÍLIA;01/04/2025;07:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-4Y0;JATO;Sem Informaçao;Sem Informaçao;2025
86934;86934;PR;CURITIBA;29/03/2025;20:30:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;ERJ 190-200 IGW;JATO;Sem Informaçao;Sem Informaçao;2025
86933;86933;DF;BRASÍLIA;29/03/2025;13:15:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
86931;86931;MT;CUIABÁ;19/03/2025;18:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ERJ 190-200 IGW;JATO;Sem Informaçao;Sem Informaçao;2025
86929;86929;SP;GUARULHOS;19/03/2025;06:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-4Q8;JATO;Sem Informaçao;Sem Informaçao;2025
86928;86928;SP;CAMPINAS;11/03/2025;22:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A320-251N;JATO;Sem Informaçao;Sem Informaçao;2025
86925;86925;PR;CASCAVEL;29/11/2024;00:15:00;CORTANTE DE VENTO / TEMPESTADE;C90GTI;NULL;Sem Informaçao;Sem Informaçao;2024
86924;86924;SP;GUARULHOS;22/02/2025;18:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A319-112;JATO;Sem Informaçao;Sem Informaçao;2025
86923;86923;GO;PIRENÓPOLIS;03/04/2025;17:30:00;PERDA DE CONTROLE EM VOO;R44 II;PISTÃO;Sem Informaçao;Sem Informaçao;2025
86922;86922;SC;ÁGUAS DE CHAPECÓ;28/03/2025;12:45:00;COLISÃO COM AVE;A320-214;JATO;Sem Informaçao;Sem Informaçao;2025
86921;86921;RJ;RIO DE JANEIRO;02/04/2025;21:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ERJ 190-400;JATO;Sem Informaçao;Sem Informaçao;2025
86920;86920;RJ;RIO DE JANEIRO;02/04/2025;15:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A321-211;JATO;Sem Informaçao;Sem Informaçao;2025
86918;86918;AM;TEFÉ;31/03/2025;13:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;EMB-820C CARAJA;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
86917;86917;MT;RONDONÓPOLIS;02/04/2025;11:30:00;VOO CONTROLADO CONTRA O TERRENO;PA-32-301FT;PISTÃO;Sem Informaçao;Sem Informaçao;2025
86916;86916;GO;GOIÂNIA;31/03/2025;21:00:00;;B737-8MAX;NULL;Sem Informaçao;Sem Informaçao;2025
86914;86914;SP;GUARULHOS;11/03/2025;11:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ERJ 190-200 IGW;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
86913;86913;PR;FOZ DO IGUAÇU;16/03/2025;17:15:00;CONTATO ANORMAL COM A PISTA |;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
86912;86912;PE;SANTA MARIA DA BOA VISTA;28/03/2025;19:35:00;PERDA DE CONTROLE EM VOO;AS 350 B2;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
86911;86911;MG;CANÁPOLIS;21/03/2025;20:00:00;OPERAÇÃO A BAIXA ALTITUDE;A188B;PISTÃO;Sem Informaçao;Sem Informaçao;2025
86910;86910;RR;BOA VISTA;01/04/2025;15:00:00;COLISÃO COM AVE;AS 350 BA;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
86909;86909;AM;TEFÉ;31/03/2025;13:03:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;208 ANFIBIO;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
86908;86908;DF;BRASÍLIA;24/02/2025;22:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-4Y0;JATO;Sem Informaçao;Sem Informaçao;2025
86907;86907;SP;GUARULHOS;31/03/2025;12:30:00;CONTATO ANORMAL COM A PISTA |;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
86906;86906;SP;SÃO JOSÉ DO RIO PRETO;28/03/2025;19:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
86905;86905;SP;GUARULHOS;19/02/2025;14:30:00;CONTATO ANORMAL COM A PISTA |;777-32WER;JATO;Sem Informaçao;Sem Informaçao;2025
86904;86904;RS;PORTO ALEGRE;30/03/2025;00:15:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ERJ 190-200 IGW;JATO;Sem Informaçao;Sem Informaçao;2025
86903;86903;DF;BRASÍLIA;29/03/2025;07:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-4Q8;JATO;Sem Informaçao;Sem Informaçao;2025
86902;86902;PR;CURITIBA;31/03/2025;12:15:00;COLISÃO COM AVE;A320-271N;JATO;Sem Informaçao;Sem Informaçao;2025
86901;86901;CE;FORTALEZA;22/03/2025;08:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-86N;NULL;Sem Informaçao;Sem Informaçao;2025
86898;86898;BA;SALVADOR;26/03/2025;14:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-4Y0;JATO;Sem Informaçao;Sem Informaçao;2025
86897;86897;ES;VITÓRIA;24/02/2025;14:45:00;CONTATO ANORMAL COM A PISTA |;A321-231;JATO;Sem Informaçao;Sem Informaçao;2025
86896;86896;BA;PORTO SEGURO;31/03/2025;14:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;C90A;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
86895;86895;SP;VOTUPORANGA;30/03/2025;12:30:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;AB-115;PISTÃO;Sem Informaçao;Sem Informaçao;2025
86894;86894;TO;ARAGUAÍNA;28/03/2025;13:57:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;V35B;PISTÃO;Sem Informaçao;Sem Informaçao;2025
86893;86893;SP;MIGUELÓPOLIS;28/03/2025;09:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;EMB-202A;PISTÃO;Sem Informaçao;Sem Informaçao;2025
86891;86891;SP;RIBEIRÃO PRETO;26/03/2025;17:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SR22;NULL;Sem Informaçao;Sem Informaçao;2025
86890;86890;RJ;RIO DE JANEIRO;29/03/2025;13:15:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;A321-231;JATO;Sem Informaçao;Sem Informaçao;2025
86889;86889;CE;FORTALEZA;22/03/2025;08:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-86N;NULL;Sem Informaçao;Sem Informaçao;2025
86888;86888;BA;SALVADOR;27/03/2025;22:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;B737-31L;***;Sem Informaçao;Sem Informaçao;2025
86887;86887;SP;CAMPINAS;23/03/2025;02:30:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;ERJ 190-400;NULL;Sem Informaçao;Sem Informaçao;2025
86886;86886;SP;SÃO PAULO;24/03/2025;18:15:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ERJ 190-200 IGW;JATO;Sem Informaçao;Sem Informaçao;2025
86885;86885;SP;GUARULHOS;26/03/2025;18:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
86882;86882;BA;SALVADOR;22/03/2025;03:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-4Y0;JATO;Sem Informaçao;Sem Informaçao;2025
86881;86881;BA;SALVADOR;15/03/2025;17:15:00;CONTATO ANORMAL COM A PISTA |;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
86880;86880;MT;NOVA MARINGÁ;19/03/2025;18:30:00;EXCURSÃO DE PISTA;AT-502A;NULL;Sem Informaçao;Sem Informaçao;2025
86879;86879;RJ;RIO DE JANEIRO;24/03/2025;12:30:00;COLISÃO COM AVE;A320-232;***;Sem Informaçao;Sem Informaçao;2025
86878;86878;DF;BRASÍLIA;24/03/2025;14:00:00;COLISÃO COM AVE;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
86877;86877;MG;CONFINS;20/03/2025;03:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-4Y0;JATO;Sem Informaçao;Sem Informaçao;2025
86876;86876;SP;GUARULHOS;19/03/2025;11:15:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;777-32WER;JATO;Sem Informaçao;Sem Informaçao;2025
86875;86875;DF;BRASÍLIA;17/03/2025;00:07:00;COLISÃO COM AVE;A320-214;JATO;Sem Informaçao;Sem Informaçao;2025
86874;86874;DF;BRASÍLIA;14/03/2025;01:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-3S3;JATO;Sem Informaçao;Sem Informaçao;2025
86873;86873;BA;SALVADOR;12/03/2025;09:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-4Y0;JATO;Sem Informaçao;Sem Informaçao;2025
86872;86872;PR;CURITIBA;19/11/2024;08:30:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;737-45D;JATO;Sem Informaçao;Sem Informaçao;2024
86871;86871;RJ;RIO DE JANEIRO;12/03/2025;10:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
86870;86870;BA;SALVADOR;28/02/2025;13:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A320-251N;JATO;Sem Informaçao;Sem Informaçao;2025
86869;86869;RJ;RIO DE JANEIRO;25/02/2025;14:15:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ERJ 190-400;NULL;Sem Informaçao;Sem Informaçao;2025
86868;86868;PE;RECIFE;20/02/2025;23:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ERJ 190-200 IGW;JATO;Sem Informaçao;Sem Informaçao;2025
86867;86867;CE;FORTALEZA;21/02/2025;13:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-86N;NULL;Sem Informaçao;Sem Informaçao;2025
86866;86866;PR;PONTA GROSSA;19/03/2025;13:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;56-C-1;PISTÃO;Sem Informaçao;Sem Informaçao;2025
86865;86865;SP;SÃO PAULO;20/03/2025;19:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;S-92A;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
86863;86863;SP;PANORAMA;20/03/2025;20:30:00;INDETERMINADO;EMB-202A;PISTÃO;Sem Informaçao;Sem Informaçao;2025
86862;86862;MG;CONFINS;25/03/2025;02:15:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
86861;86861;RJ;RIO DE JANEIRO;24/03/2025;17:45:00;COLISÃO COM AVE;737-86N;;Sem Informaçao;Sem Informaçao;2025
86860;86860;SP;GUARULHOS;22/03/2025;07:15:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;737-4Y0;JATO;Sem Informaçao;Sem Informaçao;2025
86859;86859;DF;BRASÍLIA;21/03/2025;10:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-4B6;JATO;Sem Informaçao;Sem Informaçao;2025
86858;86858;SP;SÃO PAULO;21/03/2025;03:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;B737-4Q8;***;Sem Informaçao;Sem Informaçao;2025
86857;86857;RS;PORTO ALEGRE;20/03/2025;10:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A320-214;JATO;Sem Informaçao;Sem Informaçao;2025
86856;86856;RJ;MACAÉ;19/03/2025;18:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;AW139;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
86855;86855;RJ;RIO DE JANEIRO;11/03/2025;11:45:00;COLISÃO COM AVE;B737-800;;Sem Informaçao;Sem Informaçao;2025
86854;86854;ES;VITÓRIA;25/03/2025;14:30:00;COLISÃO COM AVE;A320-214;***;Sem Informaçao;Sem Informaçao;2025
86853;86853;RO;PIMENTEIRAS DO OESTE;19/03/2025;18:45:00;OPERAÇÕES NO SOLO;EMB-203;NULL;Sem Informaçao;Sem Informaçao;2025
86852;86852;SP;CAMPINAS;19/03/2025;00:03:00;COLISÃO COM AVE;A320-253N;***;Sem Informaçao;Sem Informaçao;2025
86851;86851;SP;SÃO PAULO;18/03/2025;22:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;A320-251N;***;Sem Informaçao;Sem Informaçao;2025
86849;86849;RS;SANTO ÂNGELO;12/03/2025;15:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ATR-72-212A (600);TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
86848;86848;SP;SÃO PAULO;11/03/2025;19:30:00;CORTANTE DE VENTO / TEMPESTADE;A320-214;NULL;Sem Informaçao;Sem Informaçao;2025
86847;86847;SP;GUARULHOS;13/03/2025;03:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-86N;NULL;Sem Informaçao;Sem Informaçao;2025
86846;86846;MG;CONFINS;11/03/2025;05:15:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-4B6;JATO;Sem Informaçao;Sem Informaçao;2025
86845;86845;MG;UBERLÂNDIA;26/01/2025;17:15:00;CORTANTE DE VENTO / TEMPESTADE;A320-232;JATO;Sem Informaçao;Sem Informaçao;2025
86844;86844;RJ;RIO DE JANEIRO;11/03/2025;00:47:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;B737-8 MAX;NULL;Sem Informaçao;Sem Informaçao;2025
86843;86843;SP;PONTES GESTAL;19/03/2025;17:45:00;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;AT-502B;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
86842;86842;PR;FOZ DO IGUAÇU;21/03/2025;23:45:00;OPERAÇÕES NO SOLO;B300;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
86840;86840;CE;FORTALEZA;18/03/2025;12:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-86N;NULL;Sem Informaçao;Sem Informaçao;2025
86839;86839;SP;SÃO PAULO;13/03/2025;01:30:00;COLISÃO COM AVE;E1000;NULL;Sem Informaçao;Sem Informaçao;2025
86838;86838;SP;CAMPINAS;13/03/2025;00:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ATR-72-212A;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
86837;86837;SP;MARÍLIA;16/03/2025;19:45:00;MANOBRA ABRUPTA;56-C;PISTÃO;Sem Informaçao;Sem Informaçao;2025
86835;86835;SP;CAMPINAS;09/03/2025;21:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ATR-72-212A;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
86834;86834;MG;CONFINS;04/03/2025;12:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A320-214;JATO;Sem Informaçao;Sem Informaçao;2025
86833;86833;MG;CONFINS;14/02/2025;09:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A320-251N;JATO;Sem Informaçao;Sem Informaçao;2025
86832;86832;PR;CURITIBA;12/02/2025;15:15:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ATR-72-212A (600);TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
86831;86831;GO;GOIÂNIA;17/03/2025;19:30:00;COLISÃO COM AVE;RV-10;PISTÃO;Sem Informaçao;Sem Informaçao;2025
86830;86830;RJ;RIO DE JANEIRO;20/03/2025;11:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;S-92A;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
86829;86829;RJ;CAMPOS DOS GOYTACAZES;18/03/2025;17:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;S-92A;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
86828;86828;DF;BRASÍLIA;17/03/2025;03:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;B300;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
86827;86827;MT;CUIABÁ;18/03/2025;10:37:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PA-31T1;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
86826;86826;RJ;MACAÉ;19/03/2025;11:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;S-76C;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
86824;86824;MG;RAUL SOARES;18/03/2025;14:30:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;206L-4;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
86823;86823;RJ;RIO DE JANEIRO;15/03/2025;13:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;208B;NULL;Sem Informaçao;Sem Informaçao;2025
86822;86822;ES;VITÓRIA;13/03/2025;14:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;AW139;NULL;Sem Informaçao;Sem Informaçao;2025
86745;86745;DF;BRASÍLIA;03/03/2025;19:45:00;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;AS 350 B3;NULL;Sem Informaçao;Sem Informaçao;2025
86744;86744;PR;CURITIBA;09/03/2025;17:10:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;680;NULL;Sem Informaçao;Sem Informaçao;2025
86743;86743;BA;RIACHÃO DAS NEVES;18/03/2025;12:40:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;C152;***;Sem Informaçao;Sem Informaçao;2025
86742;86742;BA;SALVADOR;07/03/2025;17:15:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;S-76C;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
86740;86740;SP;CAMPINAS;06/03/2025;20:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;A320-251N;***;Sem Informaçao;Sem Informaçao;2025
86739;86739;MT;SINOP;09/03/2025;22:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;A320-251N;JATO;Sem Informaçao;Sem Informaçao;2025
86738;86738;SC;JOINVILLE;07/03/2025;19:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ATR-72-212A (600);TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
86737;86737;PA;BELÉM;06/03/2025;06:15:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;ERJ 190-400;NULL;Sem Informaçao;Sem Informaçao;2025
86736;86736;RJ;RIO DE JANEIRO;09/03/2025;11:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-8AS;JATO;Sem Informaçao;Sem Informaçao;2025
86735;86735;SC;NAVEGANTES;06/03/2025;15:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A320-214;JATO;Sem Informaçao;Sem Informaçao;2025
86734;86734;DF;BRASÍLIA;07/03/2025;07:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;B737-4Q8;***;Sem Informaçao;Sem Informaçao;2025
86733;86733;SP;GUARULHOS;06/03/2025;05:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-4Y0;JATO;Sem Informaçao;Sem Informaçao;2025
86732;86732;MG;CONFINS;01/03/2025;18:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ERJ 190-400;JATO;Sem Informaçao;Sem Informaçao;2025
86730;86730;DF;BRASÍLIA;18/03/2025;22:15:00;COLISÃO COM AVE;A320-214;JATO;Sem Informaçao;Sem Informaçao;2025
86729;86729;PE;RECIFE;12/03/2025;22:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A321-251NX;JATO;Sem Informaçao;Sem Informaçao;2025
86728;86728;BA;PORTO SEGURO;07/03/2025;18:30:00;CORTANTE DE VENTO / TEMPESTADE;A320-232;JATO;Sem Informaçao;Sem Informaçao;2025
86727;86727;SP;GUARULHOS;27/02/2025;15:00:00;CORTANTE DE VENTO / TEMPESTADE;A320;;Sem Informaçao;Sem Informaçao;2025
86725;86725;RN;SÃO GONÇALO DO AMARANTE;16/03/2025;06:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A321-231;JATO;Sem Informaçao;Sem Informaçao;2025
86724;86724;SP;CAMPINAS;15/03/2025;15:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A320-253N;JATO;Sem Informaçao;Sem Informaçao;2025
86723;86723;RS;SANTO ÂNGELO;14/03/2025;14:15:00;CONTATO ANORMAL COM A PISTA |;ATR-72-212A (600);TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
86721;86721;SP;SÃO PAULO;12/03/2025;13:15:00;CONTATO ANORMAL COM A PISTA |;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
86720;86720;SP;GUARULHOS;14/03/2025;12:30:00;COLISÃO COM AVE;737-8 MAX;JATO;Sem Informaçao;Sem Informaçao;2025
86719;86719;SP;SÃO PAULO;12/03/2025;10:45:00;COLISÃO COM AVE;A320-271N;JATO;Sem Informaçao;Sem Informaçao;2025
86718;86718;BA;SALVADOR;11/03/2025;18:15:00;COLISÃO COM AVE;737-8 MAX;JATO;Sem Informaçao;Sem Informaçao;2025
86717;86717;RS;PASSO FUNDO;07/03/2025;23:00:00;COLISÃO COM AVE;A320-214;JATO;Sem Informaçao;Sem Informaçao;2025
86716;86716;SP;SÃO PAULO;11/03/2025;17:45:00;COLISÃO COM AVE;737-8 MAX;;Sem Informaçao;Sem Informaçao;2025
86715;86715;MG;UBERLÂNDIA;11/03/2025;12:00:00;COLISÃO COM AVE;A320-271N;JATO;Sem Informaçao;Sem Informaçao;2025
86714;86714;SP;CAMPINAS;07/02/2025;12:00:00;COLISÃO COM AVE;A320-251N;JATO;Sem Informaçao;Sem Informaçao;2025
86713;86713;SP;SÃO PAULO;07/03/2025;11:45:00;COLISÃO COM AVE;737-8 MAX;JATO;Sem Informaçao;Sem Informaçao;2025
86712;86712;SP;SÃO PAULO;07/03/2025;14:00:00;COLISÃO COM AVE;737-8 MAX;JATO;Sem Informaçao;Sem Informaçao;2025
86711;86711;RJ;RIO DE JANEIRO;07/03/2025;02:18:00;COLISÃO COM AVE;B737-800;;Sem Informaçao;Sem Informaçao;2025
86710;86710;MG;UBERLÂNDIA;06/03/2025;13:00:00;COLISÃO COM AVE;A320-271N;JATO;Sem Informaçao;Sem Informaçao;2025
86709;86709;DF;BRASÍLIA;04/03/2025;22:45:00;COLISÃO COM AVE;737-76N;JATO;Sem Informaçao;Sem Informaçao;2025
86708;86708;MA;BALSAS;05/03/2025;10:30:00;INDETERMINADO;AT-502A;NULL;Sem Informaçao;Sem Informaçao;2025
86707;86707;AM;MANAUS;13/03/2025;18:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;EMB-820C CARAJA;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
86706;86706;BA;LUÍS EDUARDO MAGALHÃES;13/03/2025;13:30:00;EXCURSÃO DE PISTA;AT-502B;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
86705;86705;RJ;RIO DE JANEIRO;06/03/2025;08:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-4Y0;JATO;Sem Informaçao;Sem Informaçao;2025
86704;86704;CE;FORTALEZA;28/02/2025;13:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-86N;NULL;Sem Informaçao;Sem Informaçao;2025
86703;86703;SP;CAMPINAS;28/02/2025;22:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;ERJ190-400;NULL;Sem Informaçao;Sem Informaçao;2025
86702;86702;BA;SALVADOR;05/03/2025;16:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;B737-5H6;JATO;Sem Informaçao;Sem Informaçao;2025
86700;86700;SP;GUARULHOS;25/02/2025;17:00:00;CONTATO ANORMAL COM A PISTA |;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
86699;86699;SP;GUARULHOS;26/02/2025;04:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;B737-4Q8;***;Sem Informaçao;Sem Informaçao;2025
86698;86698;MG;CONFINS;23/02/2025;09:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A320-214;***;Sem Informaçao;Sem Informaçao;2025
86696;86696;SP;MOGI DAS CRUZES;08/03/2025;13:30:00;COLISÃO COM AVE;A109E;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
86692;86692;SP;BERTIOGA;01/03/2025;15:45:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;170A;PISTÃO;Sem Informaçao;Sem Informaçao;2025
86690;86690;SP;PERUÍBE;09/03/2025;20:15:00;PERDA DE CONTROLE EM VOO;150J;PISTÃO;Sem Informaçao;Sem Informaçao;2025
86688;86688;MS;NOVA ANDRADINA;11/03/2025;12:30:00;PERDA DE CONTROLE EM VOO;EMB-203;NULL;Sem Informaçao;Sem Informaçao;2025
86687;86687;PR;PONTA GROSSA;11/03/2025;14:30:00;CONTATO ANORMAL COM A PISTA |;R66;NULL;Sem Informaçao;Sem Informaçao;2025
86686;86686;RJ;RIO DE JANEIRO;13/03/2025;11:15:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;S-92A;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
86683;86683;PE;SALGUEIRO;09/03/2025;15:30:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;TUCANO RÉPLICA;***;Sem Informaçao;Sem Informaçao;2025
86682;86682;DF;BRASÍLIA;04/10/2024;19:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;EC 130 B4;TURBOEIXO;Sem Informaçao;Sem Informaçao;2024
86680;86680;RR;BOA VISTA;04/03/2025;13:30:00;EXCURSÃO DE PISTA;208B;NULL;Sem Informaçao;Sem Informaçao;2025
86678;86678;RJ;MACAÉ;08/03/2025;15:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;S-92A;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
